subunit,facts_id,uom,date_plann,date_accom,date_compl,nbr_units_,nbr_units1,activity,method,equipment
000,0701010103,ACRES,2011-10-01,,,40,0,Chipping of Fuels,Cut trees and brush,Chipper
000,0190F21145,ACRES,2007-05-15,2008-07-15,2008-07-15,1.2,1.2,Precommercial Thin,Manual,Chain Saw
000,0190F21145,ACRES,2007-05-15,2010-03-15,2010-03-15,1.2,1.2,Burning of Piled Material,Prescribed Burn,Drip torch
000,0190F21145,ACRES,2007-05-15,2008-07-15,2008-07-15,1.2,1.2,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,0190F21273,ACRES,2009-05-15,2009-06-25,2009-06-25,12.7,12.7,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,0190F21273,ACRES,2009-05-15,2010-03-15,2010-03-15,12.7,12.7,Burning of Piled Material,Prescribed Burn,Drip torch
000,0190F21273,ACRES,2009-05-15,2009-06-12,2009-06-12,12.7,12.7,Precommercial Thin,Manual,NA
000,8151015000,ACRES,2009-05-01,,,19.5,0,Chipping of Fuels,Mobile Ground,Chipper
000,630705T001,ACRES,2006-06-01,2006-09-01,2006-09-01,60,60,Precommercial Thin,Manual,Chain Saw
000,7580119000,ACRES,2009-03-01,2009-09-09,,26,26,Tree Release and Weed,Mechanical,Masticator
000,NFP0654002,ACRES,2005-10-01,2006-09-30,2006-09-30,46,46,"Piling of Fuels, Hand or Machine",Manual,NA
000,NFP0654002,ACRES,2005-10-01,2006-09-30,2006-09-30,46,46,Burning of Piled Material,Prescribed Burn,NA
000,6301008000,ACRES,2011-12-01,2011-12-01,2011-12-01,62.3,62.3,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
001,471383F000,ACRES,2006-08-01,2006-10-20,2006-10-20,71,71,Yarding - Removal of Fuels by Carrying or Dragging,Mechanical,Helicopter (non-harvest)
000,0190F21162,ACRES,2009-05-11,2009-06-15,2009-06-15,0.2,0.2,Chipping of Fuels,Chipping,Chipper
000,0190H14046,ACRES,2009-05-15,2009-08-24,2009-09-21,0.3,0.3,Precommercial Thin,Manual,NA
000,0190H14046,ACRES,2009-05-15,2009-08-24,2009-09-21,0.3,0.3,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,KV01100380,ACRES,2016-03-01,,,121,0,Wildlife Habitat Prescribed fire,Prescribed Burn,Drip torch
002,3161503000,ACRES,2008-08-27,2009-01-28,2009-01-28,55,55,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
002,3161503000,ACRES,2008-10-01,2009-08-13,2009-08-13,72,72,"Piling of Fuels, Hand or Machine",Manual,Hand Work
001,6266433000,ACRES,2005-10-02,2006-09-29,2006-09-29,118,118,Thinning for Hazardous Fuels Reduction,Cut trees and brush,Chain Saw
002,3161503000,ACRES,2008-10-01,2009-08-13,2009-08-13,72,72,Thinning for Hazardous Fuels Reduction,Manual,Hand Work
002,3161503000,ACRES,2008-10-01,2009-08-13,2009-08-13,72,72,Thinning for Hazardous Fuels Reduction,Manual,Hand Work
005,3161503000,ACRES,2008-10-01,2009-01-28,2009-01-28,16,16,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
005,3161503000,ACRES,2009-10-19,2009-10-19,2009-10-19,16,16,Jackpot Burning - Scattered concentrations,Prescribed Burn,Drip torch
005,3161503000,ACRES,2008-10-01,2009-01-28,2009-01-28,16,16,"Piling of Fuels, Hand or Machine",Manual,Hand Work
002,3161503000,ACRES,2008-08-27,2009-01-28,2009-01-28,55,55,"Piling of Fuels, Hand or Machine",Manual,Hand Work
002,3161503000,ACRES,2008-08-27,2009-01-28,2009-01-28,55,55,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
002,3161503000,ACRES,2008-10-01,2009-08-13,2009-08-13,72,72,"Piling of Fuels, Hand or Machine",Manual,Hand Work
002,3161503000,ACRES,2008-08-27,2009-01-28,2009-01-28,55,55,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,6854043000,ACRES,2009-01-15,2009-01-15,2009-01-15,45,45,Burning of Piled Material,Fire,Drip torch
000,0190F21162,ACRES,2009-05-11,2009-06-15,2009-06-15,0.2,0.2,Precommercial Thin,Manual,NA
004,ORFIRE2014,ACRES,2014-10-28,2014-12-02,,14.5,14.5,Stand Clearcut (w/ leave trees) (EA/RH/FH),Tractor Logging,Tractor  logging
000,020503F004,ACRES,2014-01-01,2014-07-01,2014-07-01,28,28,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
007,FORACC056F,ACRES,2014-10-01,2014-10-27,2014-10-27,2,2,Burning of Piled Material,Manual,Drip torch
007,FORACC056F,ACRES,2013-06-01,2014-06-01,2014-06-01,2,2,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,2303304000,ACRES,2007-06-15,2010-09-20,2011-11-03,11.9,11.9,Commercial Thin,Tractor Logging,Tractor  logging
007,FORACC056F,ACRES,2013-06-01,2014-06-01,2014-06-01,2,2,Pruning to Raise Canopy Height and Discourage Crown Fire,Manual,Chain Saw
000,260819F000,ACRES,2012-06-04,2012-10-10,2012-10-10,80,80,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,0001009405,ACRES,2017-06-15,,,17.4,0,Commercial Thin,Mechanical,Feller Buncher
000,6190078000,ACRES,2001-07-31,2002-07-31,2002-07-31,33.9,33.9,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,7251014000,ACRES,1996-04-29,1997-12-30,1997-12-30,14.2,14.2,Burning of Piled Material,Fire,Drip torch
000,7251014000,ACRES,1996-04-29,1997-09-30,1997-09-30,14.2,14.2,"Piling of Fuels, Hand or Machine",Cut trees and brush,Chain Saw
000,2403207000,ACRES,2007-06-15,2010-09-20,2011-11-03,5.9,5.9,Commercial Thin,Tractor Logging,Tractor  logging
000,2403207000,ACRES,2010-09-20,2010-09-20,2011-11-07,5.9,5.9,Compacting/Crushing of Fuels,Mechanical,Shredder
000,0190I15018,ACRES,2011-08-01,2011-08-08,2011-08-08,0.3,0.3,Burning of Piled Material,Prescribed Burn,Drip torch
003,0262520000,ACRES,2013-03-25,2013-03-25,2013-03-25,45,45,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
000,7190063000,ACRES,2014-07-30,,,13,0,Wildfire - Natural Ignition,Not Applicable,NA
000,0190H14016,ACRES,2009-05-15,2009-08-24,2009-09-21,0.2,0.2,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,0190F21035,ACRES,2009-05-15,2009-06-25,2009-06-25,0.2,0.2,Chipping of Fuels,Chipping,Chipper
000,0190F21035,ACRES,2009-05-15,2009-06-25,2009-06-25,0.2,0.2,Precommercial Thin,Manual,NA
000,0190F21051,ACRES,2009-05-15,2009-07-09,2009-07-09,0.2,0.2,Chipping of Fuels,Chipping,Chipper
000,0190F21051,ACRES,2009-05-15,2009-07-09,2009-07-09,0.2,0.2,Precommercial Thin,Manual,NA
000,0190H14016,ACRES,2009-05-15,2009-08-24,2009-09-21,0.2,0.2,Precommercial Thin,Manual,NA
000,0190F21126,ACRES,2009-05-05,2009-09-24,2009-09-24,0.4,0.4,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,0190F21126,ACRES,2009-05-05,2009-09-24,2009-09-24,0.4,0.4,Precommercial Thin,Not Applicable,NA
000,0190G21031,ACRES,2009-05-15,2009-09-22,2009-10-29,0.3,0.3,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,0190G21031,ACRES,2009-05-15,2009-09-22,2009-10-29,0.3,0.3,Precommercial Thin,Manual,NA
000,019F211019,ACRES,2009-05-15,2009-06-12,2009-06-12,0.8,0.8,Precommercial Thin,Manual,NA
000,019F211019,ACRES,2009-05-15,2009-06-12,2009-06-12,0.8,0.8,Chipping of Fuels,Chipping,Chipper
000,01900F4049,ACRES,2009-05-05,2010-09-15,2010-10-10,0.1,0.1,Precommercial Thin,Manual,Chain Saw
000,01900F4049,ACRES,2009-05-05,2010-09-15,2010-10-10,0.1,0.1,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,019H141002,ACRES,2009-05-15,2009-08-24,2009-09-21,0.8,0.8,Precommercial Thin,Manual,NA
000,019H141002,ACRES,2009-05-15,2009-08-24,2009-09-21,0.8,0.8,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,000PIP0021,ACRES,2009-05-18,2009-09-04,2009-11-25,6.6,6.6,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,FTHICPP001,ACRES,2008-10-01,2009-06-19,2009-06-19,42,42,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,FTHICPP001,ACRES,2009-10-01,2010-01-26,2010-01-26,42,42,Burning of Piled Material,Prescribed Burn,Drip torch
000,FTHICPP001,ACRES,2008-10-01,2009-06-19,2009-06-19,42,42,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
002,0180020013,ACRES,2011-07-15,2011-08-16,2012-10-02,88.5,88.5,Yarding - Removal of Fuels by Carrying or Dragging,Mechanical,Forwarder
000,CLEARCREFB,ACRES,2009-07-23,2009-07-23,2009-09-01,353,353,Fuel Break,Manual,Hand Work
000,0190F20029,ACRES,2009-04-05,2009-09-24,2009-09-24,0.3,0.3,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,0190F20029,ACRES,2009-04-05,2009-09-24,2009-09-24,0.3,0.3,Precommercial Thin,Manual,Chain Saw
000,0190F20135,ACRES,2009-04-05,2009-09-24,2009-09-24,0.2,0.2,Precommercial Thin,Manual,Chain Saw
000,0190F20135,ACRES,2009-04-05,2009-09-24,2009-09-24,0.2,0.2,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,0190F20231,ACRES,2009-04-05,2009-09-24,2009-09-24,0.3,0.3,Precommercial Thin,Manual,Chain Saw
000,0190F20231,ACRES,2009-04-05,2009-09-24,2009-09-24,0.3,0.3,"Piling of Fuels, Hand or Machine",Hand piling,NA
001,050ASPENDL,ACRES,2006-04-03,2006-05-01,2006-05-01,7,7,Burning of Piled Material,Prescribed Burn,NA
001,6301008000,ACRES,2010-08-15,2010-09-30,2010-09-30,37,37,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
002,6020050000,ACRES,2001-07-31,2004-09-30,2004-09-30,57.6,57.6,Burning of Piled Material,Fire,Drip torch
001,RINCONADMI,ACRES,2007-10-25,2008-07-22,2008-07-22,8,8,Chipping of Fuels,Mechanical,Chipper
001,RINCONADMI,ACRES,2008-10-20,2009-06-25,2009-06-25,8,8,Chipping of Fuels,Cut trees and brush,Chipper
001,RINCONADMI,ACRES,2007-10-25,2008-07-08,2008-07-08,8,8,Rearrangement of Fuels,Manual,Chain Saw
001,RINCONADMI,ACRES,2008-10-20,2009-06-30,2009-06-30,8,8,Pruning to Raise Canopy Height and Discourage Crown Fire,Manual,Chain Saw
000,019F211042,ACRES,2009-05-15,2009-06-29,2009-06-29,0.7,0.7,Chipping of Fuels,Chipping,Chipper
000,019F211042,ACRES,2009-05-15,2009-06-29,2009-06-29,0.7,0.7,Precommercial Thin,Manual,NA
000,01900F4036,ACRES,2009-05-15,2010-09-15,2010-10-10,0.1,0.1,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,01900F4036,ACRES,2009-05-15,2010-09-15,2010-10-10,0.1,0.1,Precommercial Thin,Manual,Chain Saw
000,RIM4220462,ACRES,2014-09-01,2014-09-29,,12,12,Stand Clearcut (w/ leave trees) (EA/RH/FH),Tractor Logging,Rubber tired skidder logging
000,7354082000,ACRES,2009-08-15,2010-09-29,2012-11-15,18.4,18.4,Wildlife Habitat Regeneration cut,Mechanical,Feller Buncher
000,7304101B00,ACRES,2012-08-15,,,5,0,Yarding - Removal of Fuels by Carrying or Dragging,Tractor Logging,Rubber tired skidder logging
000,FTLGSTVFDA,ACRES,2011-06-01,2011-08-02,,21.3,21.3,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,7304101B00,ACRES,2021-12-15,,,5,0,Burning of Piled Material,Fire,Drip torch
000,7304101B00,ACRES,2021-08-15,,,5,0,"Piling of Fuels, Hand or Machine",Power Hand,Chain Saw
000,0189010005,ACRES,2009-09-01,2010-09-21,2010-10-14,1,1,"Piling of Fuels, Hand or Machine",Manual,NA
002,3161503000,ACRES,2011-10-03,,,16,0,Burning of Piled Material,Fire,Drip torch
000,0190F22023,ACRES,2009-06-01,2010-08-29,2010-08-29,0.1,0.1,Chipping of Fuels,Chipping,Chipper
000,0190F22023,ACRES,2009-06-01,2010-08-29,2010-08-29,0.1,0.1,Precommercial Thin,Manual,Chain Saw
000,0262609000,ACRES,2008-04-03,,,4,0,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
002,CHGUL5001F,ACRES,2009-08-05,2009-08-05,2012-02-01,61,61,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
002,3161503000,ACRES,2011-10-03,,,16,0,Burning of Piled Material,Fire,Drip torch
000,0190H18059,ACRES,2013-04-01,2013-06-06,2013-06-06,0.3,0.3,Chipping of Fuels,Chipping,Chipper
000,8504051000,ACRES,2009-06-15,2009-09-15,,331,331,Thinning for Hazardous Fuels Reduction,Mechanical,Masticator
000,8504051000,ACRES,2009-06-15,2009-09-15,,331,331,Tree Release and Weed,Mechanical,Masticator
000,2480080000,ACRES,2008-08-21,2008-08-21,2008-08-21,20,20,Wildfire - Natural Ignition,Not Applicable,NA
000,0190H15048,ACRES,2008-04-04,2008-06-15,2008-06-15,0.4,0.4,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,2480080000,ACRES,2009-10-26,2009-10-26,2010-06-01,20,20,Burning of Piled Material,Prescribed Burn,Drip torch
000,NFP0654001,ACRES,2005-10-01,2006-09-30,2006-09-30,16,16,Burning of Piled Material,Prescribed Burn,NA
000,F031000061,ACRES,2015-03-15,2015-04-01,2015-04-01,286.9,286.9,Broadcast Burning - Covers a majority of the unit,Prescribed Burn,Drip torch
000,NFP0654001,ACRES,2005-10-01,2006-09-30,2006-09-30,16,16,"Piling of Fuels, Hand or Machine",Manual,NA
000,6801008000,ACRES,2006-11-01,2007-01-31,2007-01-31,7,7,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
005,ST18000000,ACRES,2010-10-01,2010-10-23,2010-10-23,2,2,Burning of Piled Material,Prescribed Burn,Drip torch
000,1040045000,ACRES,2015-06-01,,,3,0,Commercial Thin,Mechanical,Feller Buncher
000,0190I15025,ACRES,2011-08-01,2011-08-08,2011-08-08,0.3,0.3,Burning of Piled Material,Prescribed Burn,Drip torch
000,0190F21061,ACRES,2009-05-11,2009-06-19,2009-06-19,0.3,0.3,Precommercial Thin,Manual,NA
000,0190F21061,ACRES,2009-05-11,2009-06-22,2009-06-22,0.3,0.3,Chipping of Fuels,Chipping,Chipper
000,7430131000,ACRES,2008-10-01,2009-08-26,2009-08-26,78,78,Tree Release and Weed,Mechanical,Mower
000,CROSOU001F,ACRES,2012-08-01,2012-08-07,2012-08-07,2.5,2.5,Thinning for Hazardous Fuels Reduction,Cut trees and brush,Chain Saw
000,CROSOU001F,ACRES,2012-08-01,2012-08-07,2012-08-07,2.5,2.5,Chipping of Fuels,Chipping,Chipper
000,3250200058,ACRES,2017-10-31,,,10,0,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
000,0051303000,ACRES,2002-12-08,2002-12-08,2002-12-08,1190,1190,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
000,340978N000,ACRES,2005-07-15,2005-09-25,2005-09-25,50,50,Yarding - Removal of Fuels by Carrying or Dragging,Mechanical,NA
000,340978N000,ACRES,2005-07-15,2005-09-25,2005-09-25,50,50,Thinning for Hazardous Fuels Reduction,Mechanical,NA
000,000PIP022C,ACRES,2009-05-18,2009-09-04,2009-11-25,6,6,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,461237F000,ACRES,2008-05-01,,,535,0,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
000,6854073D00,ACRES,2013-09-01,,,42.6,0,Burning of Piled Material,Prescribed Burn,Drip torch
000,T262000003,ACRES,2010-06-01,2010-08-23,,5,5,Compacting/Crushing of Fuels,Mechanical,Masticator
000,T262000003,ACRES,2010-06-01,2010-08-23,,5,5,Precommercial Thin,Mechanical,Masticator
000,0190H13030,ACRES,2015-01-01,2015-06-30,2015-06-30,0.3,0.3,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
001,ROAD2S22Y0,ACRES,2011-11-15,2011-11-15,2011-11-15,0.7,0.7,Burning of Piled Material,Prescribed Burn,Drip torch
000,0190H13030,ACRES,2015-01-01,2015-06-30,2015-06-30,0.3,0.3,"Piling of Fuels, Hand or Machine",Hand piling,Chain Saw
001,CHGUL5001F,ACRES,2009-08-05,2009-08-05,2012-02-01,2,2,"Piling of Fuels, Hand or Machine",Manual,Hand Work
002,0262520000,ACRES,2004-03-24,2004-03-24,2004-03-24,157,157,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
000,1160074000,ACRES,2015-05-15,,,2,0,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,1160074000,ACRES,2016-10-01,,,2,0,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
000,6050074000,ACRES,2001-07-31,2003-07-31,2003-07-31,48.3,48.3,Precommercial Thin,Manual,Chain Saw
000,6190078000,ACRES,2001-07-31,2002-07-31,2002-07-31,33.9,33.9,Precommercial Thin,Manual,Chain Saw
000,6190078000,ACRES,2001-07-31,2005-09-30,2005-09-30,33.9,33.9,Burning of Piled Material,Fire,Drip torch
000,080104F002,ACRES,2015-01-01,2015-05-15,2015-05-15,7,7,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
005,FORACC056F,ACRES,2012-11-01,2013-10-19,2013-10-19,2.5,2.5,Burning of Piled Material,Fire,Drip torch
005,FORACC056F,ACRES,2012-08-01,2012-09-24,2012-09-24,2.5,2.5,"Piling of Fuels, Hand or Machine",Cut trees and brush,Chain Saw
000,1704048000,ACRES,2010-07-06,2010-09-07,2010-09-22,4,4,"Piling of Fuels, Hand or Machine",Mechanical,Excavator
000,5120029000,ACRES,2008-10-01,2009-06-24,2010-10-12,3,4,Compacting/Crushing of Fuels,Mechanical,Masticator
000,000PIP023K,ACRES,2009-05-18,2009-09-04,2009-11-25,6.5,6.5,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,3280049000,ACRES,2017-09-15,,,19.2,0,"Piling of Fuels, Hand or Machine",Mechanical pile,NA
000,4190294000,ACRES,2013-09-15,2013-09-15,2013-09-15,33,33,Wildfire - Human Ignition,Not Applicable,NA
000,5370089000,ACRES,2012-09-01,2012-09-20,,16,16,"Piling of Fuels, Hand or Machine",Manual,Hand Work
003,0030200000,ACRES,2011-05-15,2011-07-01,2011-08-31,72,72,Precommercial Thin,Mechanical,Masticator
000,T022000036,ACRES,2011-09-12,2011-09-12,2013-02-12,197.4,10.6,Precommercial Thin,Mechanical,Masticator
000,0640006000,ACRES,2014-06-06,2014-06-09,,1.2,1.2,Site Preparation for Planting - Manual,Manual,Chain Saw
005,ORFIRE2014,ACRES,2015-04-01,2015-04-08,2015-04-08,7.8,7.8,Burning of Piled Material,Prescribed Burn,Drip torch
000,6160010000,ACRES,2006-11-01,2007-02-07,,200,200,Underburn - Low Intensity (Majority of Unit),Manual,NA
000,T037000009,ACRES,2005-09-20,2005-09-20,2007-01-08,13,13,Precommercial Thin,Mechanical,NA
000,000RB10800,ACRES,2012-10-01,2013-07-30,2013-07-30,0.2,0.2,Thinning for Hazardous Fuels Reduction,Cut trees and brush,Chain Saw
000,000RB10800,ACRES,2012-10-01,2013-07-30,2013-07-30,0.2,0.2,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,000RB10800,ACRES,2014-10-01,2015-01-28,2015-01-28,0.2,0.2,Burning of Piled Material,Prescribed Burn,Drip torch
000,01900H2028,ACRES,2014-01-01,2014-03-24,,0.9,0.9,Burning of Piled Material,Prescribed Burn,Drip torch
000,01900H2028,ACRES,2014-01-01,2014-03-24,,0.9,0.9,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,4270210000,ACRES,2014-07-24,2014-07-24,2014-12-10,30,30,"Piling of Fuels, Hand or Machine",Mechanical,Feller Buncher
000,8751001000,ACRES,2010-03-01,2010-03-01,2010-03-01,124,124,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
000,4270210000,ACRES,2014-07-24,2014-07-24,2014-12-10,30,30,Site Preparation for Planting - Manual,Mechanical,Feller Buncher
000,6801017000,ACRES,2006-11-01,,,31,0,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
000,6801017000,ACRES,2006-11-01,,,31,0,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
000,0001052240,ACRES,2013-09-16,,,55,0,"Piling of Fuels, Hand or Machine",Mechanical,Tractor (non-harvest)
000,0001052240,ACRES,2013-08-10,2013-08-26,2013-12-09,55,55,Wildfire - Human Ignition,Wildfire,NA
000,6130112000,ACRES,2001-07-31,2003-09-30,2003-09-30,17.7,17.7,Precommercial Thin,Manual,Chain Saw
000,RIM0418401,ACRES,2014-09-01,2014-09-12,,62.3,62.3,Stand Clearcut (w/ leave trees) (EA/RH/FH),Tractor Logging,Rubber tired skidder logging
001,5101200000,ACRES,2014-04-15,2014-06-15,2014-09-01,86,86,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
000,F441000011,ACRES,2011-10-15,2011-10-15,2011-11-15,3,3,Precommercial Thin,Manual,Chain Saw
000,0009075285,ACRES,2012-11-15,,,40.8,0,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
000,F441000011,ACRES,2014-10-01,2014-11-03,2014-11-03,6,6,Burning of Piled Material,Prescribed Burn,Drip torch
000,F441000011,ACRES,2011-10-15,2011-10-15,2011-11-15,3,3,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
000,F441000011,ACRES,2011-09-01,2011-09-13,2014-10-13,3,3,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
000,6130112000,ACRES,2001-07-31,2003-09-30,2003-09-30,17.7,17.7,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,FTADMINUK1,ACRES,2007-10-01,2007-10-02,2007-10-02,3,3,Burning of Piled Material,Prescribed Burn,Drip torch
000,FTADMINUK1,ACRES,2006-10-01,2007-02-05,2007-02-05,3,3,"Piling of Fuels, Hand or Machine",Mechanical,Chain Saw
000,0001052240,ACRES,2014-09-16,,,55,0,Burning of Piled Material,Fire,Drip torch
000,T462000020,ACRES,2004-09-14,2004-09-14,2008-01-28,10,10,"Piling of Fuels, Hand or Machine",Hand piling,NA
001,RINCONADMI,ACRES,2011-10-01,2012-06-08,2012-06-08,8,8,Chipping of Fuels,Manual,Hand Work
001,RINCONADMI,ACRES,2009-10-12,2010-05-11,2010-05-11,8,8,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
000,T462000020,ACRES,2004-09-14,2004-09-14,2005-10-30,20,20,Compacting/Crushing of Fuels,Mechanical,Masticator
000,6204091000,ACRES,2008-07-01,2008-09-26,2008-11-30,5.9,5.9,Wildlife Habitat Regeneration cut,Tractor Logging,Feller Buncher
000,6654038000,ACRES,2007-06-01,2007-08-15,2007-09-01,2,2,Precommercial Thin,Manual,Chain Saw
000,1080002301,ACRES,2008-10-01,2009-08-25,2010-09-30,23,23,Compacting/Crushing of Fuels,Mechanical,Shredder
000,309T052000,ACRES,2021-09-01,,,105,0,"Piling of Fuels, Hand or Machine",Mechanical pile,Grapple Piler
000,7004006000,ACRES,2007-11-15,,,15,0,Burning of Piled Material,Prescribed Burn,Drip torch
000,7004006000,ACRES,2007-06-15,,,15,0,Site Preparation for Natural Regeneration - Mechanical,Mechanical,Grapple Piler
001,6351051000,ACRES,2010-10-15,2010-11-30,2010-11-30,15,15,Burning of Piled Material,Fire,Drip torch
000,0190H18059,ACRES,2013-04-01,2013-06-06,2013-06-06,0.3,0.3,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
003,ORFIRE2014,ACRES,2015-04-01,2015-04-08,2015-04-08,19.9,19.9,Burning of Piled Material,Prescribed Burn,Drip torch
003,ORFIRE2014,ACRES,2014-10-28,2014-12-02,,19.9,19.9,Stand Clearcut (w/ leave trees) (EA/RH/FH),Tractor Logging,Tractor  logging
001,0030343000,ACRES,2011-05-15,2011-07-15,2011-11-29,21,21,Control of Understory Vegetation,Mechanical,Masticator
000,7004006000,ACRES,2007-06-15,2007-09-14,2008-07-18,15,5,Precommercial Thin,Manual,Chain Saw
000,7004006000,ACRES,2007-11-15,,,15,0,Burning of Piled Material,Prescribed Burn,Drip torch
000,7004007000,ACRES,2007-06-15,2007-09-14,2008-07-18,14,14,Site Preparation for Natural Regeneration - Mechanical,Mechanical,Grapple Piler
000,7004007000,ACRES,2007-06-15,2007-09-14,2008-07-18,14,14,Precommercial Thin,Manual,Chain Saw
